OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,Address,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,ListOfAllPropertyUseTypes,LargestPropertyUseType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),TotalGHGEmissions
27947,2016,NonResidential,Worship Facility,1245 10th Avenue East,EAST,47.63193,-122.32126,1929,1.0,1,Worship Facility,Worship Facility,38.0,80.30000305,150.23
27955,2016,SPS-District K-12,K-12 School,2409 22nd Ave. E.,EAST,47.64063,-122.30428,1925,1.0,2,K-12 School,K-12 School,90.0,52.70000076,46.7
27969,2016,NonResidential,Mixed Use Property,1700 E Madison St,CENTRAL,47.61608,-122.30967,2004,1.0,6,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,100.0,17.0,7.12
27982,2016,NonResidential,Small- and Mid-Sized Office,9620 Stone Ave N,NORTHWEST,47.69898,-122.34162,1982,1.0,3,"Non-Refrigerated Warehouse, Office, Parking",Office,77.0,48.0,24.97
28019,2016,NonResidential,Worship Facility,3218 W. Barrett St.,MAGNOLIA / QUEEN ANNE,47.64725,-122.39977,1953,1.0,2,Worship Facility,Worship Facility,10.0,59.40000153,68.39
28020,2016,NonResidential,K-12 School,3301 W. Dravus St.,MAGNOLIA / QUEEN ANNE,47.64725,-122.39977,1953,1.0,1,K-12 School,K-12 School,95.0,69.30000305,43.97
28025,2016,Nonresidential COS,Warehouse,1010 8th Ave S,GREATER DUWAMISH,47.59393,-122.32211,1967,1.0,2,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,1.0,112.1999969,66.43
28029,2016,NonResidential,Refrigerated Warehouse,4500 7th Ave S,GREATER DUWAMISH,47.56268,-122.32364,1970,1.0,1,"Office, Refrigerated Warehouse",Refrigerated Warehouse,75.0,212.3999939,119.76
28030,2016,NonResidential,Other,707 S. Snoqualmie St.,GREATER DUWAMISH,47.56166,-122.3237,1907,1.0,5,Other,Other,75.0,35.29999924,43.04
28033,2016,NonResidential,Distribution Center,601-619 S. Snoqualmie Street,GREATER DUWAMISH,47.5616,-122.32603,1971,1.0,1,"Distribution Center, Parking",Distribution Center,1.0,155.5,67.96
28053,2016,NonResidential,Worship Facility,6800 35TH AVE NE,NORTHEAST,47.67816,-122.28998,1955,1.0,1,Worship Facility,Worship Facility,78.0,32.0,22.18
28066,2016,NonResidential,Small- and Mid-Sized Office,4020 East Madison,EAST,47.63441,-122.28061,1982,1.0,3,"Office, Parking",Office,82.0,40.0,5.07
28081,2016,NonResidential,Small- and Mid-Sized Office,3977 Leary Way NW,BALLARD,47.65564,-122.36191,1988,1.0,2,"Distribution Center, Office",Office,7.0,90.09999847,38.71
28086,2016,NonResidential,Laboratory,322 W Ewing Street,MAGNOLIA / QUEEN ANNE,47.65223,-122.36147,1985,1.0,2,"Laboratory, Other",Laboratory,75.0,235.8999939,255.97
28476,2016,NonResidential,Warehouse,6100 6th Ave S,GREATER DUWAMISH,47.54769,-122.3251,1965,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,65.0,15.80000019,3.39
29170,2016,NonResidential,Mixed Use Property,410 2nd Avenue Extenstion South,EAST,47.59901628,-122.3315077,1900,1.0,3,"Multifamily Housing, Other - Entertainment/Public Assembly",Multifamily Housing,75.0,85.90000153,49.44
29214,2016,NonResidential,Warehouse,1005 6th Avenue S,GREATER DUWAMISH,47.59416,-122.3267,1922,1.0,1,"Distribution Center, Non-Refrigerated Warehouse, Supermarket/Grocery Store",Non-Refrigerated Warehouse,73.0,24.29999924,7.8
29550,2016,NonResidential,Large Office,605 5th Ave S,DOWNTOWN,47.59666,-122.32768,2000,1.0,11,Office,Office,88.0,56.09999847,106.86
29551,2016,NonResidential,Small- and Mid-Sized Office,625 5th Ave. S,DOWNTOWN,47.59706,-122.32813,2000,1.0,11,"Bank Branch, Office",Office,79.0,58.09999847,26.37
29552,2016,NonResidential,Large Office,705 5th Ave S,DOWNTOWN,47.59634,-122.32807,2000,1.0,11,Office,Office,88.0,52.20000076,102.54
29612,2016,NonResidential,K-12 School,5001 NE 50TH ST,NORTHEAST,47.66368,-122.27324,1924,1.0,3,K-12 School,K-12 School,97.0,44.29999924,156.45
29788,2016,NonResidential,Small- and Mid-Sized Office,220 West Mercer Street,MAGNOLIA / QUEEN ANNE,47.62495,-122.36036,1982,1.0,5,Office,Office,75.0,55.90000153,21.05
32429,2016,NonResidential,Restaurant,1411 1st Avenue,DOWNTOWN,47.60805,-122.33978,1985,1.0,13,"Office, Other, Other - Restaurant/Bar, Strip Mall",Other - Restaurant/Bar,75.0,147.3000031,273.91
33289,2016,NonResidential,Large Office,2827 2nd Ave,DOWNTOWN,47.61706,-122.35141,1982,0.0,24,"Office, Retail Store",Office,67.0,70.0,58.44
33408,2016,Nonresidential COS,Other,12501-28th Ave NE,NORTH,47.71986,-122.29809,1965,1.0,1,"Library, Other - Services",Library,75.0,69.69999695,29.18
33527,2016,NonResidential,University,2310 S LANE ST,CENTRAL,47.59677,-122.30172,2013,2.0,1,College/University,College/University,75.0,55.79999924,89.8
33548,2016,NonResidential,University,1814 HARVARD ST,EAST,47.61808,-122.32175,2006,1.0,5,College/University,College/University,75.0,149.1999969,441.94
34348,2016,NonResidential,Retail Store,1401 2nd Ave,DOWNTOWN,47.6087,-122.33884,1991,1.0,3,Retail Store,Retail Store,89.0,52.29999924,81.18
34891,2016,NonResidential,Supermarket / Grocery Store,4550 42nd Ave SW,SOUTHWEST,47.56137,-122.38524,2008,1.0,1,Supermarket/Grocery Store,Supermarket/Grocery Store,61.0,218.1000061,176.75
34908,2016,NonResidential,Supermarket / Grocery Store,509-23 BROADWAY E,EAST,47.62256,-122.32092,1950,1.0,2,Supermarket/Grocery Store,Supermarket/Grocery Store,84.0,139.6999969,72.02
35391,2016,NonResidential,Retail Store,500 Mercer st,MAGNOLIA / QUEEN ANNE,47.62473,-122.34727,2006,1.0,4,Retail Store,Retail Store,75.0,94.0,24.82
35392,2016,NonResidential,Supermarket / Grocery Store,500 Mercer Street,MAGNOLIA / QUEEN ANNE,47.62473,-122.34727,2006,1.0,4,Supermarket/Grocery Store,Supermarket/Grocery Store,79.0,186.5,193.36
36034,2016,NonResidential,Retail Store,1401 Broadway,EAST,47.61378771,-122.3214255,1996,0.0,3,Retail Store,Retail Store,88.0,115.5,83.45
36587,2016,NonResidential,Other,1700 23rd Ave,CENTRAL,47.61674,-122.30207,1991,1.0,1,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,75.0,83.80000305,137.66
37008,2016,NonResidential,Other,1000 Occidental Ave.,GREATER DUWAMISH,47.59544,-122.33159,1999,1.0,6,"Other - Entertainment/Public Assembly, Parking",Parking,75.0,43.90000153,295.42
37248,2016,NonResidential,Warehouse,5840 Airport Way South,GREATER DUWAMISH,47.55066,-122.31787,1904,1.0,4,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,55.0,21.60000038,12.43
39332,2016,SPS-District K-12,K-12 School,4800 S. Henderson,SOUTHEAST,47.52374,-122.27201,2009,1.0,2,K-12 School,K-12 School,84.0,38.5,124.77
40008,2016,NonResidential,Mixed Use Property,2255 4TH AVE S,GREATER DUWAMISH,47.5823,-122.32937,2004,1.0,3,"Office, Other, Parking",Other,75.0,61.59999847,37.83
40028,2016,NonResidential,Warehouse,7561 63rd Ave NE,NORTHEAST,47.68454,-122.26235,1940,1.0,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,69.0,39.0,391.7
40031,2016,NonResidential,Medical Office,6222 NE 74th St,NORTHEAST,47.6824,-122.26223,1960,1.0,0,Medical Office,Medical Office,32.0,81.30000305,32.72
40034,2016,NonResidential,Small- and Mid-Sized Office,6200 NE 74th ST,NORTHEAST,47.68254,-122.26299,1960,1.0,0,Office,Office,32.0,134.8000031,145.11
40067,2016,NonResidential,Small- and Mid-Sized Office,101 Yesler Way,DOWNTOWN,47.60148,-122.33379,1985,1.0,6,"Office, Parking",Office,84.0,48.40000153,30.03
40348,2016,NonResidential,Mixed Use Property,401 Broadway E,EAST,47.62256,-122.32092,1916,1.0,2,"Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Supermarket/Grocery Store",Parking,75.0,19.79999924,28.85
40447,2016,Nonresidential COS,Mixed Use Property,2700 Airport Way S,GREATER DUWAMISH,47.57918,-122.32075,1966,5.0,1,"Data Center, Distribution Center, Office, Other",Office,75.0,106.0,270.63
41928,2016,NonResidential,Supermarket / Grocery Store,12318 15th Ave NE,NORTH,47.71864,-122.312,2011,1.0,1,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,74.0,233.0,303.69
42069,2016,NonResidential,Small- and Mid-Sized Office,2101 N 34TH ST,LAKE UNION,47.64779,-122.33352,1993,1.0,1,Office,Office,64.0,63.70000076,11.4
43948,2016,Nonresidential COS,Other,6605 13th Avenue South,GREATER DUWAMISH,47.54277,-122.31626,1906,1.0,2,Other,Other,75.0,1.799999952,0.5
45287,2016,Nonresidential COS,Other,500 23 Ave E,CENTRAL,47.60668,-122.30242,1968,0.0,1,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,75.0,261.7000122,158.6
45927,2016,NonResidential,Laboratory,300 Ninth Avenue,EAST,47.60427,-122.32311,2000,1.0,8,Laboratory,Laboratory,75.0,302.7000122,2549.47
48287,2016,NonResidential,Large Office,3407 Airport Way South,GREATER DUWAMISH,47.5735,-122.32239,2005,1.0,4,"Office, Other - Services",Office,75.0,255.3999939,537.03
49687,2016,NonResidential,Supermarket / Grocery Store,516 1st Ave W,MAGNOLIA / QUEEN ANNE,47.6239,-122.35756,2003,1.0,4,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,23.0,267.2999878,94.63
49695,2016,NonResidential,Large Office,207 Boren Ave. North,LAKE UNION,47.62037,-122.33627,2012,1.0,11,"Office, Other, Parking",Office,97.0,42.79999924,163.19
49697,2016,NonResidential,Mixed Use Property,114 Alaskan Way S,DOWNTOWN,47.60121,-122.33518,1902,1.0,6,"Multifamily Housing, Office, Parking",Office,97.0,22.79999924,9.46
49699,2016,NonResidential,Warehouse,10020 Martin Luther King Jr Way S,SOUTHEAST,47.51098,-122.27817,1988,1.0,2,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,99.0,5.300000191,15.5
49703,2016,SPS-District K-12,K-12 School,2550 34th Ave. W.,MAGNOLIA / QUEEN ANNE,47.64342,-122.3997,1952,1.0,1,K-12 School,K-12 School,75.0,0.0,265.21
49705,2016,Nonresidential COS,Other,7400 Sand Point Way NE,NORTHEAST,47.68212,-122.2633,1929,8.0,0,Other - Recreation,Other - Recreation,75.0,36.59999847,549.11
49709,2016,NonResidential,Other,1570 North 115th Street,NORTHWEST,47.71286,-122.33635,2012,1.0,2,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,75.0,593.5999756,619.9
49712,2016,NonResidential,Large Office,1501 1st Ave S,GREATER DUWAMISH,47.58995,-122.33472,2012,1.0,6,Office,Office,63.0,74.09999847,92.07
49715,2016,NonResidential,Residence Hall,1218 NE Campus Pkwy,NORTHEAST,47.65642,-122.31475,2012,1.0,5,Residence Hall/Dormitory,Residence Hall/Dormitory,90.0,32.20000076,175.46
49716,2016,NonResidential,Residence Hall,1315 NE Campus Parkway,NORTHEAST,47.65599,-122.31385,2012,1.0,7,"Residence Hall/Dormitory, Supermarket/Grocery Store",Residence Hall/Dormitory,72.0,47.59999847,191.97
49718,2016,Nonresidential COS,Other,130 South Kenyon St.,GREATER DUWAMISH,47.53246,-122.33304,2012,2.0,2,Other - Utility,Other - Utility,75.0,40.20000076,38.17
49725,2016,NonResidential,Other,1010 Spring St,EAST,47.60989,-122.32659,2012,1.0,7,"Hospital (General Medical & Surgical), Other",Other,75.0,159.6999969,1597.56
49732,2016,NonResidential,Hospital,4500 40th Ave NE,NORTHEAST,47.66201,-122.28386,2013,1.0,8,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),58.0,239.1999969,1789.69
49737,2016,NonResidential,Retail Store,600 Queen Anne Ave N,MAGNOLIA / QUEEN ANNE,47.62503,-122.35642,1918,1.0,3,"Hotel, Parking, Retail Store",Retail Store,67.0,96.90000153,144.41
49738,2016,NonResidential,Other,42nd Ave. SW and SW Alaska St.,SOUTHWEST,47.5596,-122.38459,1987,1.0,6,Strip Mall,Strip Mall,75.0,83.0,325.94
49775,2016,NonResidential,Supermarket / Grocery Store,2622 CALIFORNIA AVE SW,SOUTHWEST,47.57984,-122.38577,2011,1.0,1,Supermarket/Grocery Store,Supermarket/Grocery Store,78.0,226.1000061,352.77
49776,2016,NonResidential,Large Office,2025 1st Avenue,DOWNTOWN,47.61156,-122.34401,1988,1.0,13,"Data Center, Multifamily Housing, Office, Other, Parking",Office,88.0,59.29999924,147.84
49778,2016,NonResidential,Worship Facility,5801 SAND POINT WAY NE,NORTHEAST,47.6709,-122.27054,2008,1.0,2,Worship Facility,Worship Facility,37.0,30.5,57.59
49780,2016,NonResidential,Other,2020 Fifth Avenue,DOWNTOWN,47.61449,-122.33956,1975,1.0,7,"Data Center, Parking",Data Center,100.0,694.7000122,290.57
49783,2016,NonResidential,Laboratory,750 Republican Street,LAKE UNION,47.62351,-122.34135,2013,0.0,8,"Convenience Store without Gas Station, Laboratory, Parking",Laboratory,75.0,248.1999969,1088.25
49784,2016,NonResidential,Small- and Mid-Sized Office,1501 E. Madison St.,CENTRAL,47.61432,-122.31257,2013,1.0,6,Office,Office,100.0,5.0,-0.8
49858,2016,NonResidential,K-12 School,401 Pike,EAST,47.61386,-122.32647,2014,1.0,2,K-12 School,K-12 School,22.0,78.0,51.59
49793,2016,NonResidential,Large Office,1631 15th Ave W.,MAGNOLIA / QUEEN ANNE,47.63449,-122.37661,2013,1.0,3,"Office, Parking",Office,100.0,17.0,9.5
49797,2016,NonResidential,Small- and Mid-Sized Office,700 Dearborn Place South,DOWNTOWN,47.59666,-122.31253,2013,1.0,3,Office,Office,67.0,55.90000153,20.1
49802,2016,NonResidential,Hotel,5216 Ballard Ave NW,BALLARD,47.66629,-122.3826,2013,1.0,4,"Hotel, Parking, Swimming Pool",Hotel,62.0,58.0,24.38
49829,2016,NonResidential,Senior Care Community,2200 E Madison,CENTRAL,47.61885,-122.30341,2013,1.0,6,"Parking, Senior Care Community",Senior Care Community,25.0,96.40000153,184.81
49850,2016,NonResidential,K-12 School,14050 1st Ave NE,NORTHWEST,47.73143,-122.32784,2014,1.0,2,K-12 School,K-12 School,82.0,26.70000076,22.76
49862,2016,Nonresidential COS,Other,201 Thomas St.,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,1962,0.0,1,Other,Other,75.0,90.80000305,54.98
49865,2016,NonResidential,Other,2623 NE 46th St,NORTHEAST,47.66246,-122.29898,2013,1.0,6,"Lifestyle Center, Medical Office",Lifestyle Center,75.0,78.30000305,809.76
49867,2016,NonResidential,Large Office,1521 1ST AVE S,GREATER DUWAMISH,47.58872,-122.33475,2014,1.0,7,"Office, Parking",Office,75.0,24.29999924,42.2
49872,2016,NonResidential,Other,2015 AIRPORT WAY S,GREATER DUWAMISH,47.5843,-122.32229,2014,1.0,2,"Automobile Dealership, Parking",Automobile Dealership,75.0,22.20000076,16.13
49909,2016,Campus,University,6770 E. Marginal Way S.,GREATER DUWAMISH,47.54193,-122.32404,2007,4.0,2,College/University,College/University,75.0,45.09999847,107.29
49911,2016,NonResidential,Other,625 S.W. 100th St.,DELRIDGE,47.51377011,-122.3432804,2010,1.0,2,"Parking, Pre-school/Daycare",Pre-school/Daycare,75.0,38.0,38.13
49918,2016,Nonresidential COS,Other,8721 Rainier Ave S,SOUTHEAST,47.52472,-122.27074,2013,1.0,1,"Fitness Center/Health Club/Gym, Office, Other - Education, Other - Recreation, Other - Technology/Science, Pre-school/Daycare, Swimming Pool",Other - Recreation,75.0,231.3999939,457.51
49924,2016,NonResidential,Small- and Mid-Sized Office,1500 HARVARD AVE,EAST,47.61438,-122.32174,1912,0.0,2,"Movie Theater, Office, Vocational School",Office,75.0,39.40000153,29.4
49925,2016,NonResidential,University,1718 Broadway,EAST,47.61699,-122.32083,1993,1.0,2,College/University,College/University,75.0,33.79999924,74.3
49926,2016,NonResidential,University,1701 BROADWAY,EAST,47.61748356,-122.321853,1925,1.0,3,College/University,College/University,75.0,82.5,1280.81
49940,2016,NonResidential,Hospital,925 Seneca St.,EAST,47.60986,-122.32774,1920,1.0,8,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),74.0,165.5,6330.91
49945,2016,NonResidential,Senior Care Community,1426 WESTERN AVE,DOWNTOWN,47.60898,-122.34213,1989,1.0,3,"Office, Other - Public Services, Personal Services (Health/Beauty, Dry Cleaning, etc), Senior Care Community",Senior Care Community,75.0,65.19999695,58.28
49946,2016,NonResidential,Supermarket / Grocery Store,5700 24th Ave NW,BALLARD,47.67034,-122.3873,2010,1.0,8,Supermarket/Grocery Store,Supermarket/Grocery Store,44.0,189.0,82.58
49958,2016,Nonresidential COS,Other,848 7th Ave S,GREATER DUWAMISH,47.59523,-122.32334,2014,1.0,1,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",75.0,45.79999924,10.8
49966,2016,NonResidential,Other,4520 Martin Luther King Jr. Way S,SOUTHEAST,47.5626,-122.29396,2009,1.0,0,Pre-school/Daycare,Pre-school/Daycare,75.0,56.20000076,51.39
49967,2016,Campus,University,NE 45th St & Brooklyn Ave,NORTHEAST,47.65644,-122.31041,1900,111.0,0,College/University,College/University,75.0,0.0,11140.56
49968,2016,NonResidential,University,3795 E Stevens Way NE,NORTHEAST,47.65395,-122.30584,1969,1.0,4,College/University,College/University,75.0,0.0,25.93
49970,2016,NonResidential,Residence Hall,1112 NE 41st ST,NORTHEAST,47.65718,-122.31632,2011,1.0,0,"Parking, Residence Hall/Dormitory",Residence Hall/Dormitory,91.0,29.60000038,103.65
49972,2016,NonResidential,University,3785 E Stevens Way NE,NORTHEAST,47.65356,-122.30613,1998,1.0,6,College/University,College/University,75.0,0.0,199.48
49979,2016,NonResidential,Residence Hall,1201 NE Campus Pkwy,NORTHEAST,47.65577,-122.3153,1953,1.0,0,Residence Hall/Dormitory,Residence Hall/Dormitory,19.0,99.40000153,437.2
49980,2016,NonResidential,Residence Hall,1009 NE Pacific St,NORTHEAST,47.65447,-122.31733,1970,1.0,0,Residence Hall/Dormitory,Residence Hall/Dormitory,16.0,83.69999695,48.53
49983,2016,NonResidential,Residence Hall,3715 W Stevens Way NE,NORTHEAST,47.65176,-122.30756,2011,1.0,0,Residence Hall/Dormitory,Residence Hall/Dormitory,69.0,42.0,62.41
49985,2016,NonResidential,Large Office,500 9th Avenue North,LAKE UNION,47.62384,-122.33941,2014,1.0,6,"Office, Parking",Office,99.0,39.40000153,213.7
49998,2016,NonResidential,Self-Storage Facility,3736 Rainier Ave S,SOUTHEAST,47.57054,-122.29139,2014,1.0,4,Self-Storage Facility,Self-Storage Facility,75.0,10.69999981,9.91
50002,2016,NonResidential,Other,4741 11TH AVE NE,NORTHEAST,47.66414,-122.31664,2014,1.0,3,"Automobile Dealership, Parking",Parking,75.0,35.90000153,9.76
50026,2016,NonResidential,Small- and Mid-Sized Office,1424 11th Ave,EAST,47.61371,-122.31774,2015,1.0,5,"Multifamily Housing, Office, Parking, Restaurant, Retail Store",Office,75.0,62.0,65.01
50031,2016,NonResidential,Large Office,1101 Dexter Ave. N.,MAGNOLIA / QUEEN ANNE,47.62906,-122.34259,2015,1.0,10,"Office, Parking, Restaurant",Office,75.0,52.09999847,214.19
50035,2016,NonResidential,Hotel,1821 Boren Ave,DOWNTOWN,47.61665,-122.33261,2015,1.0,14,Hotel,Hotel,89.0,34.79999924,50.32
50037,2016,NonResidential,Large Office,325 9th Avenue North,LAKE UNION,47.62146,-122.33976,2014,1.0,12,"Office, Parking",Office,99.0,37.79999924,147.14
50038,2016,NonResidential,Mixed Use Property,2360 W Commodore Way,MAGNOLIA / QUEEN ANNE,47.66144,-122.38723,2014,1.0,2,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",Office,75.0,28.5,4.38
50039,2016,NonResidential,Other,2005 Airport Way South,GREATER DUWAMISH,47.58542,-122.32185,2015,1.0,2,"Automobile Dealership, Parking",Parking,75.0,49.0,91.98
50045,2016,NonResidential,Large Office,400 9th Avenue North,LAKE UNION,47.62263,-122.33976,2015,1.0,12,"Office, Parking",Office,98.0,42.09999847,202.12
50054,2016,Nonresidential COS,Large Office,400 FAIRVIEW AVE N,LAKE UNION,47.62251,-122.3339,2014,1.0,13,"Office, Parking, Retail Store",Office,98.0,40.20000076,245.16
50062,2016,NonResidential,Hotel,3926 Aurora Ave N,LAKE UNION,47.65476,-122.34732,2014,1.0,4,"Hotel, Parking, Swimming Pool",Hotel,72.0,68.5,131.02
50068,2016,NonResidential,Warehouse,6518 Ellis,GREATER DUWAMISH,47.54425,-122.31776,1955,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,37.0,80.30000305,157.7
50069,2016,NonResidential,Small- and Mid-Sized Office,7277 Perimeter Rd.,GREATER DUWAMISH,47.53161,-122.29944,1929,1.0,2,Office,Office,9.0,189.3000031,134.8
50070,2016,NonResidential,Other,7135 Sportsfield Drive NE,NORTHEAST,47.68109,-122.2618,2013,1.0,1,Other - Recreation,Other - Recreation,75.0,44.40000153,67.65
50081,2016,NonResidential,K-12 School,1701 20th Ave South,GREATER DUWAMISH,47.58831,-122.3065,2015,1.0,3,"K-12 School, Parking",K-12 School,77.0,30.60000038,9.24
50094,2016,NonResidential,Mixed Use Property,601 Westlake Ave N.,LAKE UNION,47.62497,-122.33883,2015,1.0,6,"Data Center, Laboratory, Museum, Office, Other, Parking",Laboratory,75.0,150.8000031,1000.06
50101,2016,Nonresidential WA,University,4331 Memorial Way NE,NORTHEAST,47.66127,-122.31256,1962,1.0,1,College/University,College/University,75.0,46.20000076,22.17
50196,2016,Nonresidential COS,Mixed Use Property,10510 5th Ave NE,NORTH,47.70541,-122.32232,2005,1.0,1,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare, Social/Meeting Hall",Other - Recreation,75.0,30.89999962,4.44
50198,2016,Nonresidential COS,Other,405 MLK Jr Way S,CENTRAL,47.59905,-122.29787,2013,1.0,1,Prison/Incarceration,Prison/Incarceration,75.0,82.90000153,29.18
50201,2016,Nonresidential COS,Other,8729 15th Ave NW,BALLARD,47.6933,-122.37717,2010,1.0,1,Prison/Incarceration,Prison/Incarceration,75.0,71.80000305,23.0
50204,2016,Nonresidential COS,Other,2806 NE 127th St,NORTH,47.72126,-122.29735,1949,1.0,1,Prison/Incarceration,Prison/Incarceration,75.0,62.59999847,14.37
50207,2016,Nonresidential COS,Other,6020 28th ave NW,BALLARD,47.67295,-122.39228,1911,1.0,1,"Fitness Center/Health Club/Gym, Food Service, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,75.0,59.0,24.73
